,pinyin,MC (B&S),GSR,漢語大字典,廣韻,
苹,ping2,beng,0825c,53189.040,185.47,6
萍,ping2,beng,0825d,53239.100,197.49,6
馮,ping2,bing,0899d,74540.030,026.24 199.19,13
憑,ping2,bing,0899e,42351.020,199.20,6
凭,ping2,bing,0900a,10277.220,199.18 433.26,13
馮,ping2,bingH,0899d,74540.030,026.24 199.19,13
平,ping2,bjaeng,0825a,10407.010,139.30 185.45,13
苹,ping2,bjaeng,0825c,53189.040,185.47,6
坪,ping2,bjaeng,,10430.090,186.03,6
馮,ping2,bjuwng,,74540.030,026.24 199.19,13
頗,po1,pha,0025p,74366.100,163.39 307.10 420.50,20
婆,po2,ba,0025q,21061.110,162.29,6
皤,po2,ba,0195r,42651.210,162.32 163.34,13
迫,po4,paek,0782k,63825.040,510.30,6
霸,po4,phaek,0772b,64077.190,423.23,6
魄,po4,phaek,0782o,74431.090,506.08 511.51,13
朴,po4,phaewk,1210f,21154.020,466.07,6
破,po4,phaH,0025o,42426.030,420.49,6
膊,po4,phak,0771l,32101.030,507.20,6
粕,po4,phak,0782p,53145.070,507.19,6
薄,po4?,phak,0771p,53307.030,507.37,6
剖,pou1,phuwX,0999v,10345.130,262.33 327.08,13
捊,pou2,baew,1233o,31884.180,154.32 215.28,13
抔,pou2,buw,0999j,31834.050,098.32 215.29,13
棓,pou2,buw,0999x,21237.050,098.17 211.26 240.11,20
裒,pou2,buw,1230a,53092.010,215.26,6
㕻,pou3,phuwH,0999t,10608.050,,0
咅,pou3,phuwH,0999u,10608.070,439.15,6
掊,pou3,phuwX,0999d',31904.050,154.27 211.27 215.30 326.36,27
蔀,pou3,phuwX,0999g',53268.110,325.40 327.10,13
棓,pou3,phuwX,0999x,21237.050,098.17 211.26 240.11,20
掊,pou3,puwX,0999d',31904.050,154.27 211.27 215.30 326.36,27
踣,pou4,phuwH,0999e',63718.130,438.20 530.26,13
仆,pu1,bok,1210g,10108.030,365.37 435.47 438.19 530.27,27
痡,pu1,phju,0102g',42673.160,078.42 086.30,13
仆,pu1,phjuH,1210g,10108.030,365.37 435.47 438.19 530.27,27
仆,pu1,phjuwH,1210g,10108.030,365.37 435.47 438.19 530.27,27
痡,pu1,phu,0102g',42673.160,078.42 086.30,13
鋪,pu1,phu,0102h',64204.120,078.39 086.26 369.48,20
仆,pu1,phuwH,1210g,10108.030,365.37 435.47 438.19 530.27,27
扑,pu1,phuwk,1210e,31827.020,452.12,6
撲,pu1,phuwk,1211j,31956.040,452.19,6
僕,pu2,bowk,1211b,10218.090,452.06 460.24,13
酺,pu2,bu,0102k',63582.100,080.48 262.12,13
匍,pu2,bu,0102l',10259.040,080.49,6
蒲,pu2,bu,0102n',53269.110,081.03,6
蒱,pu2,bu,0102o',53260.030,081.04,6
酺,pu2,buH,0102k',63582.100,080.48 262.12,13
菐,pu2,buwk,1211a,10030.090,452.09 453.17,13
僕,pu2,buwk,1211b,10218.090,452.06 460.24,13
樸,pu2,buwk,1211g,21291.040,080.52 452.05 452.28 466.06,27
墣,pu2,phaewk,1211m,10486.180,452.15 466.10,13
璞,pu2,phaewk,1211n,21137.100,466.04,6
僕,pu2,phuwk,1211b,10218.090,452.06 460.24,13
墣,pu2,phuwk,1211m,10486.180,452.15 466.10,13
樸,pu2,puwk,1211g,21291.040,080.52 452.05 452.28 466.06,27
胐,pu2?,phwot,0530a,32065.010,,0
樸,pu3,phuwk,1211g,21291.040,080.52 452.05 452.28 466.06,27
普,pu3,phuX,0072a,21521.020,267.39,6
浦,pu3,phuX,0102f',31619.120,268.01,6
溥,pu3,phuX,0771f,31695.040,267.40 508.46,13
圃,pu3,puH,0102z,10718.150,268.05 369.37,13
圃,pu3,puX,0102z,10718.150,268.05 369.37,13
暴,pu4,buwk,1136a,21532.150,418.17 451.55,13
曝,pu4,buwk,,21540.130,418.19 452.01,13
期,qi1,gi,0952k,32083.070,060.03,6
僛,qi1,khi,0952f',10217.060,061.27,6
諆,qi1,khi,0952n,63983.040,061.43,6
倛,qi1,khi,0952p,10171.020,,0
欺,qi1,khi,0952q,32142.030,061.21,6
踦,qi1,khje,0001c',63713.040,044.49 243.06,13
攲,qi1,khje,0001d',21329.210,045.03 047.01 243.08,20
棲,qi1,sej,0592l,21229.060,090.15,6
栖,qi1,sej,0594f,21196.030,090.16 324.13 372.28,20
妻,qi1,tshej,0592a,21036.020,087.24 372.20,13
悽,qi1,tshej,0592e,42314.100,087.28,6
淒,qi1,tshej,0592f,31645.020,087.26,6
萋,qi1,tshej,0592g,53232.010,087.25,6
緀,qi1,tshej,0592i,53412.050,087.31 269.40,13
戚,qi1,tshek,1031f,21406.150,523.58,6
顣,qi1,tshek,1031v,74389.110,457.25,6
鏚,qi1,tshek,1031y,64248.030,524.04,6
緝,qi1,tship,0688b,53426.040,531.10,6
七,qi1,tshit,0400a,10003.030,468.43,6
桼,qi1,tshit,0401a,21217.040,468.48 469.01,13
漆,qi1,tshit,0401b,31716.090,468.44,6
齊,qi2,dzej,0593a,74783.010,086.37 371.21,13
臍,qi2,dzej,0593f,32121.050,086.38,6
蠐,qi2,dzej,0593g,42900.220,086.40,6
懠,qi2,dzej,0593j,42365.070,086.42 371.24,13
懠,qi2,dzejH,0593j,42365.070,086.42 371.24,13
其,qi2,gi,0952a,10245.010,060.02 061.40,13
騏,qi2,gi,0952a',74559.100,060.13,6
麒,qi2,gi,0952b',74731.190,060.12,6
璂,qi2,gi,0952e',21133.060,060.22,6
萁,qi2,gi,0952m,53229.090,060.08 061.37,13
𣇳,qi2,gi,0952r,21516.060,,0
棊,qi2,gi,0952t,21224.050,060.18,6
棋,qi2,gi,0952t,21224.040,,0
旗,qi2,gi,0952v,32183.130,060.04,6
琪,qi2,gi,0952x,21120.030,060.11,6
祺,qi2,gi,0952y,42401.240,060.25,6
綦,qi2,gi,0952z,53409.060,060.05,6
綦,qi2,giH,0952z,53409.060,060.05,6
鮨,qi2,gij,0552h,74687.180,054.30,6
耆,qi2,gij,0552l,42780.040,054.22,6
鰭,qi2,gij,0552m,74704.200,054.29,6
鬐,qi2,gij,0552n,74531.120,054.20,6
祁,qi2,gij,0553i,42385.070,054.27 247.08,13
圻,qi2,gj+j,0443l,10423.070,065.11 112.39 120.35,20
頎,qi2,gj+j,0443m,74361.110,065.04,6
肵,qi2,gj+j,0443n,32049.120,,0
祈,qi2,gj+j,0443o,42388.140,065.03,6
旂,qi2,gj+j,0443p,32178.010,065.05,6
蘄,qi2,gj+j,0443t,53326.020,060.24 065.24 112.32,20
幾,qi2,gj+j,0547a,21095.080,065.16 065.31 255.05 361.39,27
蟣,qi2,gj+j,,42894.160,065.19 255.04,13
奇,qi2,gje,0001s,10533.040,043.40 047.02,13
琦,qi2,gje,0001t,21120.100,043.41,6
騎,qi2,gje,0001u,74560.080,043.42 347.19,13
錡,qi2,gje,0001v,64217.020,044.03 242.41 243.19,20
岐,qi2,gje,0864h,10762.110,044.07,6
錡,qi2,gjeX,0001v,64217.020,044.03 242.41 243.19,20
踦,qi2,gjeX,,63713.040,044.49 243.06,13
跂,qi2,gjie,0864g,63689.060,044.21 247.01 348.32,20
岐,qi2,gjie,0864h,10762.110,044.07,6
歧,qi2,gjie,0864i,21440.050,044.08,6
伎,qi2,gjie,0864j,10119.020,044.26 242.40 346.09,20
祇,qi2,gjie,0867i,42389.010,044.04,6
軝,qi2,gjie,0867j,53518.130,044.17,6
畦,qi2,hwej,0879j,42539.090,092.28,6
䭫,qi3,khejX,0552i,74501.100,,0
启,qi3,khejX,0588a,10594.100,269.50,6
啟,qi3,khejX,0588c,21463.080,269.42,6
綮,qi3,khejX,0588h,53421.020,269.44,6
晵,qi3,khejX,0588j,21522.050,269.48 409.35,13
屺,qi3,khiX,0953k,10761.220,253.15,6
杞,qi3,khiX,0953l,21162.030,253.14,6
芑,qi3,khiX,0953q,53177.020,253.17,6
起,qi3,khiX,0953r,53476.020,253.12,6
豈,qi3,khj+jX,0548a,63565.040,255.02,6
乞,qi3,khj+t,0517f,10050.070,477.22,6
綺,qi3,khjeX,0001b',53411.030,243.09,6
企,qi3,khjieH,0862a,10116.060,246.55 348.30,13
企,qi3,khjieX,0862a,10116.060,246.55 348.30,13
契,qi4,khejH,0279b,10536.100,373.11 477.24 495.41,20
亟,qi4,khiH,0910a,10055.070,358.40 526.51,13
器,qi4,khijH,0536a,10690.070,354.40,6
泣,qi4,khip,0694h,31593.020,533.09,6
湇,qi4,khip,0694i,31684.060,,0
气,qi4,khj+jH,0517a,32010.010,361.17,6
氣,qi4,khj+jH,0517c,32011.140,361.15 361.24,13
愒,qi4,khjejH,0313s,42328.030,379.03 382.48 498.17,20
憩,qi4,khjejH,0329a,42350.110,378.70,6
愒,qi4,khjet,0313s,42328.030,379.03 382.48 498.17,20
𢺵,qi4,khjieH,0864f,21328.010,348.31,6
棄,qi4,khjijH,0535a,21237.070,353.14,6
訖,qi4,kj+t,0517h,63941.090,477.10,6
妻,qi4,tshejH,0592a,21036.020,087.24 372.20,13
鼜,qi4,tshek,1112i,74766.130,524.03,6
咠,qi4,tship,0688a,10612.050,531.15 532.19,13
葺,qi4,tship,0688c,53247.050,531.11 532.22,13
𧻕,qi4,tshjek,0868j,53485.020,518.43,6
咠,qi4,tsip,0688a,10612.050,531.15 532.19,13
訖,qi4,xj+jH,0517h,63941.090,477.10,6
扢,qi4,xj+t,0517i,31831.030,477.12 480.14 482.44,20
汔,qi4,xj+t,0517j,31552.050,477.09,6
迄,qi4,xj+t,0517k,63816.120,477.01,6
洽,qia4,heap,0675m,31612.050,542.62,6
楬,qia4,khaet,0313o,21249.060,479.39 490.28 497.25,20
㓞,qia4,kheat,0279a,10324.110,,0
嗛,qian1,hemX,0627c,10670.110,336.02,6
臤,qian1,hen,0368a,42802.010,123.28 129.30 133.38 393.23,27
幵,qian1,ken,0239a,10408.020,133.24,6
臤,qian1,khanH,0368a,42802.010,123.28 129.30 133.38 393.23,27
臤,qian1,khean,0368a,42802.010,123.28 129.30 133.38 393.23,27
臤,qian1,kheang,0368a,42802.010,123.28 129.30 133.38 393.23,27
謙,qian1,khem,0627f,64009.020,229.05,6
汧,qian1,khen,0239d,31558.010,135.15 408.07,13
蚈,qian1,khen,0239f,42836.080,135.16,6
牽,qian1,khen,0366k,31811.110,135.12 408.02,13
掔,qian1,khen,0368d,31889.010,129.27 135.18,13
汧,qian1,khenH,0239d,31558.010,135.15 408.07,13
諐,qian1,khjen,0141d,63987.080,142.38,6
褰,qian1,khjen,0143g,53106.100,142.40,6
愆,qian1,khjen,0197b,42322.140,142.36,6
餰,qian1,khjen,0197c,74465.100,,0
諐,qian1,khjenH,0141d,63987.080,142.38,6
臤,qian1,khjinH,0368a,42802.010,123.28 129.30 133.38 393.23,27
搴,qian1,kjenX,0143d,31928.030,291.44,6
千,qian1,tshen,0365a,10059.010,132.11,6
阡,qian1,tshen,0365e,64115.090,132.13,6
芊,qian1,tshen,0365f,53175.050,132.16 406.38,13
僉,qian1,tshjem,0613a,10207.030,226.19,6
譣,qian1,tshjem,0613c,64025.050,226.22 334.02,13
鋟,qian1,tshjem,0661k,64213.020,227.41 328.15,13
𠨧,qian1,tshjen,0206a,10319.100,137.13,6
遷,qian1,tshjen,0206c,63881.020,137.11,6
鋟,qian1,tsjem,0661k,64213.020,227.41 328.15,13
鉛,qian1,ywen,0229c,64189.010,140.52,6
前,qian2,dzen,0245a,10248.040,132.05,6
燂,qian2,dzjem,0646d,32232.130,221.12 227.49,13
鬵,qian2,dzjem,0660k,74589.060,217.12 218.56 227.45,20
潛,qian2,dzjem,0660n,31740.010,227.43 444.21,13
潛,qian2,dzjemH,0660n,31740.010,227.43 444.21,13
錢,qian2,dzjen,0155j,64217.100,137.09 292.11,13
黔,qian2,gim,0651r,74744.190,219.15 228.06,13
拑,qian2,gjem,0606h,31848.030,228.05,6
鉗,qian2,gjem,0606i,64182.070,228.01,6
柑,qian2,gjem,0606j,21177.030,224.01,6
箝,qian2,gjem,0606l,52978.050,227.52,6
黔,qian2,gjem,0651r,74744.190,219.15 228.06,13
乾,qian2,gjen,0140c,10056.100,122.38 142.27,13
虔,qian2,gjen,0198a,42821.020,142.28,6
燅,qian2,zjem,0617h,32232.040,228.19,6
燂,qian2,zjem,0646d,32232.130,221.12 227.49,13
嗛,qian3,khemX,0627c,10670.110,336.02,6
慊,qian3,khemX,0627d,42339.040,336.04,6
譴,qian3,khjenH,0196f,64024.020,409.32,6
遣,qian3,khjenX,0196b,63871.070,291.34 409.33,13
繾,qian3,khjenX,0196e,53458.030,291.35 409.36,13
譣,qian3,tshjemX,0613c,64025.050,226.22 334.02,13
淺,qian3,tshjenX,0155k,31646.020,133.05 291.24,13
芡,qian4,gjaemH,0624c,53183.090,334.19,6
芡,qian4,gjemH,0624c,53183.090,334.19,6
芡,qian4,gjemX,0624c,53183.090,334.19,6
歉,qian4,kheamH,0627e,32148.110,336.03 336.40 445.21,20
歉,qian4,kheamX,0627e,32148.110,336.03 336.40 445.21,20
歉,qian4,khem,0627e,32148.110,336.03 336.40 445.21,20
歉,qian4,khemX,0627e,32148.110,336.03 336.40 445.21,20
欠,qian4,khjaemH,0624a,32133.010,446.21,6
遣,qian4,khjenH,0196b,63871.070,291.34 409.33,13
欠,qian4,khjomH,0624a,32133.010,446.21,6
綪,qian4,tshenH,0812t',53408.070,190.05 406.36,13
倩,qian4,tshenH,1250c,10170.010,406.37 430.34,13
輤,qian4,tshenH,1250d,53536.120,406.35,6
塹,qian4,tshjem,0611g,10478.080,443.58,6
椌,qiang1,khaewng,1172b',21239.010,027.28 040.10,13
跫,qiang1,khaewng,1172f',63700.040,040.12,6
羌,qiang1,khjang,0712a,53125.030,173.36,6
蜣,qiang1,khjang,0712e,42857.100,173.39,6
鶬,qiang1,tshjang,0703f,74652.010,180.07,6
搶,qiang1,tshjang,0703g,31934.030,177.08 311.22 313.14,20
瑲,qiang1,tshjang,0703h,21132.010,176.45,6
槍,qiang1,tshjang,0703i,21266.050,176.46 185.24,13
蹌,qiang1,tshjang,0703j,63730.010,176.47,6
牄,qiang1,tshjang,0703k,42378.100,177.04,6
𥏫,qiang1,tshjang,0720i',42585.180,,0
斨,qiang1,tshjang,0727d,32023.110,177.03,6
將,qiang1,tshjang,0727f,42375.100,175.26 426.23,13
鏘,qiang1,tshjang,0727z,64252.160,176.44,6
戕,qiang2,dzjang,0727g,21403.070,159.08 176.42 183.11,20
牆,qiang2,dzjang,0727j,42378.220,176.34,6
嬙,qiang2,dzjang,0727j',21083.110,176.38 526.41,13
墻,qiang2,dzjang,0727l,10490.140,176.36,6
廧,qiang2,dzjang,0727m,20905.030,176.35,6
彊,qiang2,gjang,0710e,21003.010,177.36 311.12 427.01,20
强,qiang2,gjang,0713a,20999.150,,0
強,qiang2,gjang,0713b,20999.070,177.35,6
彊,qiang3,gjangX,0710e,21003.010,177.36 311.12 427.01,20
强,qiang3,gjangX,0713a,20999.150,,0
強,qiang3,gjangX,0713b,20999.070,177.35,6
搶,qiang3,tshjangX,0703g,31934.030,177.08 311.22 313.14,20
搶,qiang3,tsrhjangX,0703g,31934.030,177.08 311.22 313.14,20
蹻,qiao1,gjak,1138q,63739.190,150.39 151.06 298.46 501.43 503.24,34
磽,qiao1,khaew,1164i,42455.030,153.52 296.57 416.60,20
墝,qiao1,khaew,1164j,10485.050,153.56,6
骹,qiao1,khaew,1166p,74411.110,153.49 484.03,13
繑,qiao1,khjew,1138p,53452.070,151.07,6
銚,qiao1,tshjew,1145h,64200.020,144.23 148.35 413.03,20
髐,qiao1?,khew,1164d,74417.160,,0
憔,qiao2,dzjew,1148h,42355.050,147.31,6
樵,qiao2,dzjew,1148i,21293.070,147.28,6
譙,qiao2,dzjew,1148j,64019.030,147.34,6
喬,qiao2,gjew,1138a,10656.120,147.49 150.26,13
僑,qiao2,gjew,1138c,10220.040,150.29,6
嶠,qiao2,gjew,1138d,10797.190,414.09,6
鐈,qiao2,gjew,1138e,64256.130,150.31,6
橋,qiao2,gjew,1138g,21292.090,150.27,6
趫,qiao2,gjew,1138h,53500.140,150.28 151.43,13
荍,qiao2,gjiew,1139a,53211.060,151.36,6
翹,qiao2,gjiew,1164h,53357.060,151.35 415.06,13
喬,qiao2,khjew,1138a,10656.120,147.49 150.26,13
喬,qiao2,kjew,1138a,10656.120,147.49 150.26,13
橋,qiao2,kjewH,1138g,21292.090,150.27,6
橋,qiao2,kjewX,1138g,21292.090,150.27,6
愀,qiao3,dzjuwX,1092j,42329.040,299.10 322.34,13
巧,qiao3,khaewH,1041l,10412.010,299.32 416.07,13
巧,qiao3,khaewX,1041l,10412.010,299.32 416.07,13
磽,qiao3,khewX,1164i,42455.030,153.52 296.57 416.60,20
墝,qiao3,khewX,1164j,10485.050,153.56,6
愀,qiao3,tshjewX,1092j,42329.040,299.10 322.34,13
悄,qiao3,tshjewX,1149s,42303.130,299.09,6
誚,qiao4,dzjewH,1149t,63975.110,414.23,6
㪣,qiao4,khaew,1129s,21472.080,,0
